signature,entropy,frequency,bug_count
"mozilla::layers::BasicLayerManager::PushGroupWithCachedSurface(gfxContext*, gfxASurface::gfxContentType, gfxPoint*)",0.39833431985607326,79,1
64bar.dll@0x3ab27,0.15651746466152594,5,1
_purecall | nsGenericHTMLFormElement::IsDisabled(),0.24537766211088197,17,1
vFreeCFONTCrit,0.2219569545293476,9,1
libawt.jnilib@0x2afe,0.1290757509900526,3,1
read_tag_XYZType,0.0,1,1
"_purecall | CallQueryInterface<nsIContent, nsIDOMElement>(nsIContent*, nsIDOMElement**)",0.0,1,1
nsCharTraits<wchar_t>::length(wchar_t const*),0.1290757509900526,3,1
F1146177332__________________________,0.4061893877163875,44,1
F_184943427____________________________________,0.29235315815924984,15,1
closeAudio,0.4216917611512989,102,1
IteratorNext,0.2817282642151927,11,1
"nsImageLoadingContent::OnStartContainer(imgIRequest*, imgIContainer*)",0.4627739994425032,140,1
"std::deque<base::AtExitManager::CallbackAndParam, std::allocator<base::AtExitManager::CallbackAndParam> >::_Growmap(unsigned int)",0.0,1,1
"PresShell::DispatchSynthMouseMove(nsGUIEvent*, int)",0.0,1,1
js_CloneFunctionObject,0.0,1,1
hang | kernelbase.dll@0x103a0,0.5205354252186137,3887,1
JSScope::destroy,0.08143773176420468,2,1
nsFrameList::InsertFrames,0.2542427427785716,10,5
Flash Player@0x92160,0.24133107756537808,19,2
AnalyzeNewScriptProperties,0.08143773176420468,2,1
hang | NtUserMessageCall | SendMessageA,0.6334853853428165,5385,1
_PR_MD_CONNECT,0.340062457625974,23,1
RuleHash_ClassTable_GetKey,0.45318938539991,70,1
"nsCreateInstanceByContractID::operator()(nsID const&, void**)",0.5523566075131437,260,1
"nsLocalFile::CopyMove(nsIFile*, nsAString_internal const&, int, int)",0.43459074394763425,78,2
"js_GCThingIsMarked(void*, unsigned int)",0.551715742951485,257,3
js_AddScopeProperty,0.16287546352840937,4,1
"nsPrintEngine::DonePrintingPages(nsPrintObject*, unsigned int)",0.22862461710944693,7,1
js_EmitTree,0.5593604342166622,548,4
CrashReporter::WriteDataToFile,0.08143773176420468,2,1
PL_DHashTableRawRemove,0.2817282642151927,11,1
PL_DHashTableOperate | nsObjectFrame::StopPluginInternal,0.0,1,1
@0x0 | nsAccessibleWrap::UpdateSystemCaret(),0.0,1,1
"XPCWrappedNative::GetNewOrUsed(XPCCallContext&, xpcObjectHelper&, XPCWrappedNativeScope*, XPCNativeInterface*, int, XPCWrappedNative**)",0.5553884709738757,1000,1
memmove,0.0,1,2
nsHttpConnection::Close(unsigned int),0.3740491381169553,28,3
nsDiskCacheMap::OpenBlockFiles(),0.15651746466152594,5,1
"mozalloc_abort(char const* const) | mozalloc_handle_oom() | nsTArray_base<nsTArrayDefaultAllocator>::EnsureCapacity(unsigned int, unsigned int) | nsDisplayList::HitTest(nsDisplayListBuilder*, nsRect const&, nsDisplayItem::HitTestState*, nsTArray<nsIFra...",0.38682922587997237,32,1
"nsPrefetchNode::OnStopRequest(nsIRequest*, nsISupports*, unsigned int)",0.4498854872544764,104,1
mozalloc_abort(char const* const) | NS_DebugBreak_P | mozilla::plugins::PPluginScriptableObjectChild::FatalError(char const* const),0.5180709824151489,326,1
"CSSLoaderImpl::LoadSheet(SheetLoadData*, StyleSheetState)",0.08143773176420468,2,2
pngu3267.dll@0x8ce7,0.07478392981391614,3,1
extent_tree_ad_insert,0.0,1,1
"js_CallGCMarker(JSTracer*, void*, unsigned long)",0.2783782592244278,12,1
"CallQueryInterface<nsISupports, nsWrapperCache>",0.0,1,1
nsStandardURL::GetFilePath(nsACString_internal&),0.0,1,1
AffixMgr::~AffixMgr(),0.15651746466152594,5,1
"nsView::DoResetWidgetBounds(int, int)",0.22862461710944693,7,1
PrivateQTGetMoviePlayabilityState_priv,0.15622166157812084,6,1
GetNormalLineHeight,0.2826992355719087,19,5
residenthook.dll@0x4622,0.3834313982651494,55,1
"nsCSSFrameConstructor::FindFrameForContentSibling(nsIContent*, nsIContent*, unsigned char&, int)",0.0,1,1
GlobalFindAtomA,0.18336757216618904,6,1
_cairo_d2d_create_brush_for_pattern,0.28593483167261075,19,1
xul.dll@0x50b97,0.40474634286803873,62,1
js_InferFlags,0.08143773176420468,2,1
pixman_blt_mmx,0.05667960885024184,38,1
nsFactoryEntry::GetFactory(),0.2888265353657058,13,1
escript.api@0x27429,0.0,1,1
chromehang | ZwOpenFile,0.2811897908051327,16,1
"gl::VertexDataConverter<float, gl::WidenRule<int, 2>, gl::ConversionRule<int, 0, int>, gl::DefaultVertexValues<float, int> >::convertArray(void const*, unsigned int, unsigned int, void*)",0.0,1,1
mozalloc_abort(char const* const),0.3275367013663557,20,4
"objc_msgSend | TStyleRunArray::InsertStyleIntoRun(unsigned long, OpaqueATSUStyle*, unsigned long, unsigned long)",0.2888265353657058,13,1
icucnv36.dll@0x13df,0.4577219249875978,604,1
LeaveFunction,0.4335118932172046,60,2
mozalloc_abort | NS_DebugBreak_P | X11Error,0.4489079408987582,97,5
"nsDocShell::QueryInterface(nsID const&, void**)",0.34906051816082534,33,1
epicplaygames.dll@0xdc47,0.4362258910998667,117,1
NdrDllGetClassObject,0.0,1,1
sqlite3VdbeMemGrow,0.0,1,1
XPCWrappedNativeProto::Mark(),0.43712797749647625,55,1
_SEH_prolog,0.49330767248897117,199,6
"nsRegion::Or(nsRegion const&, nsRegion const&)",0.3202244029417496,19,1
hang | F1650855128_____________________________,0.3804592141025964,31,1
_wrap_image,0.2896659557419823,34,1
XPCWrappedNative::CallMethod,0.08143773176420468,2,2
_moz_pixman_image_composite32,0.29195121451846195,12,3
js_InflateString,0.36042793603495155,43,1
"nsEventStateManager::PostHandleEvent(nsPresContext*, nsEvent*, nsIFrame*, nsEventStatus*, nsIView*)",0.43556110408098253,60,1
"memcpy | CWaveHeader::Read(CFrameFifo&, unsigned char*&, unsigned int&, int&)",0.1290757509900526,3,1
hang | ZwDelayExecution,0.5103847588645096,321,1
RtlRaiseStatus,0.6332062770369321,3059,3
NSGetModule,0.0,3,1
nsScriptSecurityManager::Init(),0.2151262516500877,9,1
"nsXPCWrappedJSClass::DelegatedQueryInterface(nsXPCWrappedJS*, nsID const&, void**)",0.2581515019801053,9,1
"nsNavHistory::RecalculateFrecenciesInternal(mozIStorageStatement*, int)",0.16287546352840937,4,1
RtlpWaitOnCriticalSection | RtlEqualString,0.15651746466152594,5,1
UserCallDlgProcCheckWow,0.24431319529261405,8,2
"mozalloc_abort(char const* const) | mozalloc_handle_oom() | nsTArray_base<nsTArrayDefaultAllocator>::EnsureCapacity(unsigned int, unsigned int) | gfxTextRun::DetailedGlyphStore::Allocate(unsigned int, unsigned int)",0.2888265353657058,13,1
mozilla::FrameLayerBuilder::DisplayItemDataEntry::HasNonEmptyContainerLayer,0.0,1,1
F_1512892623______________________________________,0.3873395210509439,147,1
PluginBoundsEnumerator,0.08143773176420468,2,1
"nsCOMPtr_base::assign_from_qi(nsQueryInterface, nsID const&) | nsXBLService::GetBinding(nsIContent*, nsIURI*, int, nsIPrincipal*, int*, nsXBLBinding**, nsTArray<nsIURI*, nsTArrayDefaultAllocator>&)",0.0,1,1
sblsp.dll@0x6f77,0.38470159710647756,44,1
_moz_cairo_scaled_font_create,0.30051471913845407,17,1
nvd3dum.dll@0x351943,0.3691473588223158,50,1
nppdf32.dll@0x5e14,0.617330618596446,2202,1
nsCSSValue::UnitHasArrayValue(),0.24047092492303035,16,1
ocsp_CacheKeyHashFunction,0.1290757509900526,3,1
@0x0 | CallWindowProcAorW,0.6332062770369321,3059,2
JS_ArenaRealloc,0.08143773176420468,2,1
CFRetain,0.12215659764630703,4,2
js_MatchScopeProperty,0.38119029456371645,33,1
@0x0 | XPC_WN_Helper_NewResolve,0.47378339545060566,84,1
"nsNPAPIPluginInstance::GetJSObject(JSContext*, JSObject**)",0.31698880684104747,19,1
nsDocument::RegisterNamedItems(nsIContent*),0.44918356848027946,71,1
_woutput_l,0.2669214038944282,11,1
nsHtml5TreeOperation::AppendText,0.0,1,1
js::TraceRecorder::traverseScopeChain,0.2900795613364194,83,1
NS_TableDrivenQI,0.21051348275425724,6,1
nsPlaintextEditor::Release(),0.0,1,1
"JSObject::defaultValue(JSContext*, JSType, int*)",0.24431319529261405,8,1
nsIFrame::GetAncestorWithView(),0.3085476064061153,22,1
js_Invoke,0.47478012839281813,82,9
arena_salloc,0.3124433231562416,18,1
"nsScriptSecurityManager::IsCapabilityEnabled(char const*, int*)",0.27538824474599,17,2
"wcslen | std::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> >::assign(wchar_t const*)",0.16287546352840937,4,1
ParserWriteFunc,0.08143773176420468,2,1
BindLet,0.1290757509900526,3,2
"mozilla::plugins::PluginModuleParent::StreamCast(_NPP*, _NPStream*)",0.18336757216618904,6,1
nsXMLPrettyPrinter::Unhook(),0.0,1,1
nsArraySH::GetProperty,0.08143773176420468,2,1
xpc::holder_get,0.1290757509900526,3,2
"nsGenericElement::UnbindFromTree(bool, bool)",0.5659250806769559,681,2
@0x1a2710,0.4151300865216222,202,1
xtolong,0.37252883652265306,33,1
"AffixMgr::parse_file(char const*, char const*)",0.23013048318337903,19,1
WahCloseSocketHandle,0.4375343214136438,133,1
JSObject::isWrapper,0.54820641562611,1102,1
"js::RegExp::executeInternal(JSContext*, js::RegExpStatics*, JSString*, unsigned int*, bool, js::Value*)",0.36442559323947876,39,1
"XPCWrappedNativeScope::TraceJS(JSTracer*, XPCJSRuntime*)",0.40300616168007286,75,1
"js::analyze::ScriptAnalysis::addJump(JSContext*, unsigned int, unsigned int*, unsigned int*, unsigned int)",0.35735007449970124,47,1
linux-gate.so@0x416,0.18208877038704424,7,6
"nsQueryInterfaceWithError::operator()(nsID const&, void**)",0.5224766020602618,220,1
mozilla::layers::OpaqueRenderer::End(),0.0,1,1
"RaiseTheExceptionInternalOnly(Object*, int, int)",0.4316428693961864,100,1
JS_GetScriptPrincipals,0.18909255736720781,5,1
JSObject::unwrap,0.37818511473441546,25,1
JS_GetPrivate,0.0,1,6
nsGfxScrollFrameInner::AsyncScrollPortEvent::Run(),0.1290757509900526,3,1
"nsBuiltinDecoder::NotifyDataArrived(char const*, unsigned int, unsigned int)",0.3229020940101856,32,2
"JSC::ExecutableAllocator::sizeOfCode(unsigned int*, unsigned int*, unsigned int*)",0.0,6,1
SdbInitDatabase,0.4841981393578358,306,1
nsPresContext::Release(),0.08143773176420468,2,1
EMPTY: no crashing thread identified; corrupt dump,0.0,31197,2
nsInlineFrame::ReflowFrames,0.0,1,1
libflashplayer.so@0x138350,0.0,1,1
nsXULAppInfo::GetVendor(nsACString_internal&),0.0,3,1
js_InternalInvoke,0.18909255736720781,5,1
xptiInterfaceEntry::ResolveLocked,0.0,1,1
js_FoldConstants,0.551434569906863,468,2
ZwFindAtom,0.5757112901051072,436,1
nsDisplayList::DeleteAll(),0.4859801608547606,141,1
RtlFreeHeap,0.42647365988835845,78,1
"nsHashtable::Put(nsHashKey*, void*)",0.08143773176420468,2,1
"nsScriptableUnescapeHTML::ParseFragment(nsAString_internal const&, int, nsIURI*, nsIDOMElement*, nsIDOMDocumentFragment**)",0.0,2,1
TList<CMixer>::RemoveAt(void*),0.24178199364171296,13,1
F73690197_______________,0.32014873989040005,26,1
_chkstk,0.47766947708848595,184,2
nsProxyObjectCallInfo::RefCountInInterfacePointers(int),0.0,1,1
"js::types::TypeScript::Sweep(JSContext*, JSScript*)",0.3373895738906114,23,1
AtomTableClearEntry,0.5476539484234183,213,1
"nsObjectLoadingContent::Instantiate(nsIObjectFrame*, nsACString_internal const&, nsIURI*)",0.08143773176420468,2,1
"AffixMgr::suffix_check(char const*, int, int, PfxEntry*, char**, int, int*, unsigned short, unsigned short, char)",0.08143773176420468,2,1
"nsDisplayList::ComputeVisibilityForSublist(nsDisplayListBuilder*, nsRegion*, nsRect const&, nsRect const&)",0.5016605304062538,137,1
BoxBlurHorizontal,0.18909255736720781,5,1
F_261459542________________________,0.3507305022638158,46,1
_purecall | nsContentList::PopulateSelf(unsigned int),0.5537680500644471,326,1
nsHttpConnectionMgr::nsConnectionHandle::~nsConnectionHandle(),0.0,1,1
Dns_CreateSocketEx,0.0,1,1
"nsXULPopupManager::ShowTooltipAtScreen(nsIContent*, nsIContent*, int, int)",0.4916518747742177,130,1
PluginBackgroundSink::~PluginBackgroundSink(),0.16287546352840937,4,1
F_1897762229____________________________________________,0.5159778260362804,326,2
gfxTextRun::IsRightToLeft(),0.0,2,1
"nsCOMArray_base::InsertObjectAt(nsISupports*, int)",0.4094587686003007,49,1
F_1762124171_______________,0.46085333570718373,69,1
js::AutoCompartment::AutoCompartment,0.5073963383159403,227,2
nsViewManager::UpdateWidgetsForView(nsView*),0.05293635161491743,6,1
"PL_DHashTableOperate | nsTHashtable<nsBaseHashtableET<nsUint32HashKey, nsAutoPtr<`anonymous namespace''::DatabaseInfoHash> > >::RemoveEntry(unsigned int const&)",0.0,1,1
XPCWrappedNative::GetObjectPrincipal,0.2984283871930509,14,2
"js::gc::PushMarkStack(js::GCMarker*, js::BaseShape*)",0.6382287563242569,3777,1
"nsTypedSelection::selectFrames(nsPresContext*, nsIRange*, int)",0.0,1,1
scale_line_8_c,0.5796584608923598,519,1
"xpc::XrayWrapper<JSCrossCompartmentWrapper>::get(JSContext*, JSObject*, JSObject*, int, js::Value*)",0.0,1,1
JS_DHashTableOperate,0.4792498204331003,90,2
ffplugin.dll@0x19d0c4,0.3275367013663557,20,1
"nsTArray_base::EnsureCapacity(unsigned int, unsigned int)",0.24431319529261405,8,1
PR_DestroyCondVar,0.0,1,1
SearchTable,0.5179495941225936,163,2
js_CallGCMarker,0.0,2,6
"nsXPCWrappedJSClass::CallQueryInterfaceOnJSObject(XPCCallContext&, JSObject*, nsID const&)",0.2648053039303937,12,1
imgCacheExpirationTracker::NotifyExpired(imgCacheEntry*),0.4690867925334919,72,1
nsGenericHTMLElement::ClearDataset,0.08143773176420468,2,2
nsDOMEvent::GetTargetFromFrame,0.0,1,1
CollectNewLoadedModules,0.0,1,1
RtlpWaitOnCriticalSection | EtwEventEnabled | nvlsp.dll@0x5d0d,0.43392300085089947,515,1
"nsXBLPrototypeHandler::EnsureEventHandler(nsIScriptGlobalObject*, nsIScriptContext*, nsIAtom*, nsScriptObjectHolder&)",0.4227633104684379,83,2
F_1417225323______________________________________,0.3731573720204711,29,1
hang | semaphore_wait_signal_trap,0.2696565104080069,193,1
nsCycleCollector::FinishCollection(),0.3073099441220331,15,1
NtReleaseSemaphore,0.2669214038944282,11,1
NP_Initialize,0.32450144377158274,39,1
"nsDocShell::InternalLoad(nsIURI*, nsIURI*, nsISupports*, unsigned int, wchar_t const*, char const*, nsIInputStream*, nsIInputStream*, unsigned int, nsISHEntry*, bool, nsIDocShell**, nsIRequest**)",0.05879218654448032,5,1
"GCGraphBuilder::NoteRoot(unsigned int, void*, nsCycleCollectionParticipant*)",0.4394941788957895,58,1
JSCompartment::purge,0.2984283871930509,14,2
memcpy | JSString::flatten(),0.08143773176420468,2,1
"nsCanvasRenderingContext2DAzure::InitializeWithTarget(mozilla::gfx::DrawTarget*, int, int)",0.3483723467753066,49,1
"XPCJSRuntime::AddXPConnectRoots(JSContext*, nsCycleCollectionTraversalCallback&)",0.372455021395727,49,1
_SEH_prolog4,0.5306282740743428,241,6
F957328252________________________,0.5322287964692923,538,2
nsPluginHost::GetPluginName,0.24005422825472644,9,1
nsCycleCollectingAutoRefCnt::decr(nsISupports*),0.5304476388637812,218,1
nsStyleSet::ReparentStyleContext,0.08143773176420468,2,1
hang | libSystem.B.dylib@0x1322,0.08143773176420468,2,1
js::mjit::ic::GetProp,0.0,1,2
DrawPlugin,0.18576240707858993,9,1
nsDocAccessible::FireDelayedAccessibleEvent(AccEvent*),0.0,1,1
"js_InternNonIntElementIdSlow(JSContext*, JSObject*, js::Value const&, int*, js::Value*)",0.2239537623515629,8,1
nsJSEventListener::HandleEvent(nsIDOMEvent*),0.44693460980144584,106,3
glgProcessPixelsWithProcessor,0.30216860409402646,40,1
_hb_ot_layout_get_glyph_property,0.4540676186272434,70,1
hang | npswf32.dll@0xbb1eb,0.6345106957142445,7936,1
_SEH_prolog4_GS,0.2705302891314126,10,1
RtlpWaitOnCriticalSection | RtlpDeCommitFreeBlock | nvlsp.dll@0x5d0d,0.43392300085089947,515,1
CopyHostent,0.08143773176420468,2,1
"nsCoreUtils::GetID(nsIContent*, nsAString_internal&)",0.06606865028586992,4,2
@0x0 | datamngr.dll@0x9f61,0.5597617144253467,1788,1
hang | NtUserMessageCall | NtUserMessageCall | SetWindowTextW,0.34962592044810015,166,2
nsGenericElement::GetChildAt(unsigned int),0.5659250806769559,681,1
mozilla::widget::TaskbarTabPreview::UpdateProxyWindowStyle(),0.2824783901884795,28,2
fixupSelectorsInMethodList,0.34150796323486415,51,1
"nsDocShell::SetHistoryEntry(nsCOMPtr<nsISHEntry>*, nsISHEntry*)",0.2461093214769147,12,2
F_1115197261_____________________________________________________________________,0.43937211961602746,80,1
sblsp.dll@0x6967,0.38470159710647756,44,1
"js_fun_apply(JSContext*, unsigned int, js::Value*)",0.2648053039303937,12,1
NPObjWrapperPluginDestroyedCallback,0.08143773176420468,2,1
hang | F_1406087653________________________________,0.6081324979520439,865,1
js::mjit::JaegerShot,0.34161233109472783,70,14
SelectorMatches,0.5659250806769559,681,7
je_free | mozutils.dll@0x2a5f,0.3904657034808163,36,1
"nsJSEventListener::cycleCollection::Traverse(void*, nsCycleCollectionTraversalCallback&)",0.16287546352840937,4,1
gfxSparseBitSet::test(unsigned int),0.352074161453,30,2
libobjc.A.dylib@0x5120,0.16287546352840937,4,2
nsTextControlFrame::CalcIntrinsicSize,0.0,1,2
read_markers,0.11164710677317627,5,1
"mozalloc_abort(char const* const) | mozalloc_handle_oom() | nsGenericElement::QueryInterface(nsID const&, void**)",0.0,1,1
nsLineBox::IndexOf,0.0,1,3
GLEngine@0x620cf,0.19664136588238829,104,1
nsINode::OwnerDoc(),0.29434604943086273,18,1
libheuristic.dll@0xe1a2,0.2715687054086482,13,1
speex_bits_remaining,0.34516220261650765,46,1
_moz_cairo_surface_set_user_data,0.20535669374824558,7,2
F_2051672044________________________,0.405400099290401,100,1
hang | F1704956168____________,0.1290757509900526,3,1
"xpc::XrayWrapper<JSCrossCompartmentWrapper, xpc::CrossCompartmentXray>::resolveOwnProperty(JSContext*, JSObject*, int, bool, js::PropertyDescriptor*)",0.08143773176420468,2,1
fbRasterizeEdges8,0.0,1,1
nsPluginInstanceOwner::ReleasePluginPort(void*),0.537940959939612,222,1
caprenn.dll@0x6799,0.34046179018010714,46,1
GCGraphBuilder::NoteXPCOMChild,0.44209740171685136,76,2
"nsTextControlFrame::SetInitialChildList(nsIAtom*, nsFrameList&)",0.2511203611114881,23,2
nsACString_internal::Equals(nsACString_internal const&),0.37520516689200256,31,1
nsContentSink::WillParseImpl(),0.18909255736720781,5,1
"nsPluginInstanceOwner::Paint(tagRECT const&, HDC__*)",0.5116199620910894,174,3
nsContentList::PopulateSelf(unsigned int),0.5483322303340463,312,2
"gfxContext::SetSource(gfxASurface*, gfxPoint const&)",0.301337827286371,38,1
xul.dll@0x44527c,0.40474634286803873,62,1
nsSHEntry::GetParent(nsISHEntry**),0.3824423213901235,31,2
kernelbase.dll@0x31f66,0.42236179002230234,71,1
"js::types::HashSetLookup<js::types::TypeObjectKey*, js::types::TypeObjectKey, js::types::TypeObjectKey>",0.5421116387423888,434,1
libobjc.A.dylib@0x512d,0.16287546352840937,4,1
js::AbortRecordingIfUnexpectedGlobalWrite,0.08143773176420468,2,1
GraphWalker<scanVisitor>::DoWalk,0.18909255736720781,5,1
CallResolveOp,0.539452321923,225,1
"js_FindClassObject(JSContext*, JSObject*, JSProtoKey, js::Value*, js::Class*)",0.18336757216618904,6,1
"XPC_WN_CallMethod(JSContext*, unsigned int, unsigned __int64*)",0.4331250535450698,88,1
DoDeferredRelease<nsISupports*>,0.532009176744955,200,1
@0x0 | BaseThreadInitThunk,0.4808236473228638,568,1
"AppendUTF16toUTF8(nsAString_internal const&, nsACString_internal&)",0.38244232139012346,31,1
"hang | mozilla::plugins::PPluginScriptableObjectParent::CallInvoke(mozilla::plugins::PPluginIdentifierParent*, InfallibleTArray<mozilla::plugins::Variant> const&, mozilla::plugins::Variant*, bool*)",0.5898101010614306,828,1
"xpc::AccessCheck::documentDomainMakesSameOrigin(JSContext*, JSObject*)",0.4491860518470038,75,1
"nsINode::doRemoveChildAt(unsigned int, int, nsIContent*, nsAttrAndChildArray&, int)",0.05879218654448032,5,1
nsTimerImpl::Fire,0.0,1,1
msvcr80.dll@0x14500,0.43049763209515857,146,5
roboform.dll@0x395ac1,0.16287546352840937,4,1
cairo_d2d_surface_create_for_texture,0.3387157756279861,29,3
js_FullTestPropertyCache,0.23795519642573065,10,1
"RelatedAccIterator::RelatedAccIterator(nsDocAccessible*, nsIContent*, nsIAtom*)",0.08143773176420468,2,1
nsHttpTransaction::DeleteSelfOnConsumerThread(),0.48726166441459384,115,1
nsPrintEngine::DocumentReadyForPrinting(),0.21051348275425724,6,1
arena_dalloc_small | arena_dalloc | free | nsPrefBranch::`vector deleting destructor''(unsigned int),0.5627930234539948,3122,1
je_free | plds4.dll@0x168f,0.5276200986738123,190,1
JS_GetClass,0.18909255736720781,5,5
"XPCJSRuntime::GCCallback(JSContext*, JSGCStatus)",0.4337588977331498,78,1
mscorwks.dll@0x104393,0.5155513453525945,498,1
xpc::ResolveNativeProperty,0.5328686820726501,198,1
"JSCompartment::wrap(JSContext*, JS::Value*)",0.611895047141324,1669,2
mozalloc_abort | NS_DebugBreak_P | mozilla::plugins::PPluginInstanceChild::FatalError,0.2583272226150886,61,3
"base::MessagePumpForIO::GetIOItem(unsigned long, base::MessagePumpForIO::IOItem*)",0.5322039839173598,620,1
__RtlUserThreadStart,0.49000159231264256,903,1
nsIDocument::GetWindow(),0.08143773176420468,2,1
strlen | __vfprintf,0.0,1,1
"nsObjectFrame::PaintPlugin(nsIRenderingContext&, nsRect const&, nsPoint const&)",0.0,1,1
@0x0 | nsSSLIOLayerImportFD,0.16287546352840937,4,1
"nsSHistory::EvictContentViewersInRange(int, int)",0.2669214038944282,11,1
js_Array,0.5045520665299137,158,1
"nsBlockFrame::Init(nsIContent*, nsIFrame*, nsIFrame*)",0.18336757216618904,6,1
"js::mjit::stubs::FixupArity(js::VMFrame&, unsigned int)",0.5365829984454378,801,1
F739327107_________________________,0.3090279717166116,18,1
JS_ResumeRequest,0.3502725203712915,32,4
"js::Interpret(JSContext*, JSStackFrame*, unsigned int, JSInterpMode)",0.4145750159493545,101,2
__cxa_finalize,0.1290757509900526,3,1
UnhookTextRunFromFrames,0.5074766053206158,108,3
XPC_WN_NoHelper_Finalize,0.560122604453728,431,2
js_PCToLineNumber,0.1290757509900526,3,1
SprintPut,0.0,1,1
sqlite3_reset,0.15651746466152594,5,1
nvapi.dll@0x4683e,0.2794636394712066,19,2
gfxFontFamily::Release(),0.08143773176420468,2,1
GetSpanDep,0.15651746466152594,5,1
ozone_size,0.15622166157812084,6,1
"nsTreeBodyFrame::GetCellAt(int, int, int*, nsTreeColumn**, nsIAtom**)",0.1290757509900526,3,1
Variables,0.08143773176420468,2,2
nsJSPrincipalsSubsume,0.08143773176420468,2,1
F_1184324021__________________________________,0.0,1,1
js::Shape::removeChild,0.5028010291967261,130,1
afurladvisor50.dll@0x8995,0.08143773176420468,2,1
nsScriptSecurityManager::CheckPropertyAccessImpl,0.11164710677317627,5,1
"nsRuleNode::HasAuthorSpecifiedRules(nsStyleContext*, unsigned int, int)",0.30135541717558345,13,1
"nsObserverService::NotifyObservers(nsISupports*, char const*, unsigned short const*)",0.0,1,1
nsStyleContext::FindChildWithRules,0.0,1,2
arena_malloc_small,0.4827310735854653,284,7
nsAString_internal::Assign(nsAString_internal const&),0.5571383909549122,396,4
TType1Strike::GetStrike(TStrikeDescription const&),0.2239537623515629,8,1
nsStyleContext::AddChild(nsStyleContext*),0.17341197480016848,10298,1
hang | NtUserWaitMessage | InternalDialogBox,0.5432102335409769,868,2
gfxContext::SetOperator(gfxContext::GraphicsOperator),0.20535669374824558,7,1
"CSMP_PVFUNCS::CreateWorkerThreads(int, unsigned long)",0.09872065035537513,45,1
nsCSSBorderRenderer::DrawNoCompositeColorSolidBorder(),0.3113082890933962,46,1
js::StackSpace::pushSegmentForInvoke,0.08143773176420468,2,1
CChannelObject::CallFinished(),0.15622166157812084,6,1
"mozilla::plugins::PluginInstanceParent::NPP_NewStream(char*, _NPStream*, unsigned char, unsigned short*)",0.12215659764630703,4,1
PR_SetPollableEvent,0.39666788724127555,97,1
TraceJSHolder,0.5158598272334292,151,1
nsTypedSelection::Repaint(nsPresContext*),0.0,1,1
arena_avail_tree_nsearch,0.3463900486190869,28,2
orangetoolbar.dll@0x12fb7,0.459878355208964,628,1
qcms_transform_data_rgb_out_lut_sse2,0.41156910951161163,92,1
libgobject-2.0.so.0.2800.6@0x32fcc,0.18909255736720781,5,1
nsHyperTextAccessible::GetAttributesInternal,0.18909255736720781,5,1
@0x0 | XMLSocketDestroyFunc,0.5062981305773738,168,1
DoApplyRenderingChangeToTree,0.08143773176420468,2,1
"MorphSlimWrapper(JSContext*, JSObject*)",0.15651746466152594,5,1
CoreFoundation@0x6f78d,0.2564797864090407,16,1
js_FreeStack,0.08143773176420468,2,2
hang | kernelbase.dll@0x10db,0.6345106957142445,7936,1
PK11_ReadMechanismList,0.2581515019801053,9,1
sqlite3MemCompare,0.19702897792470886,9,1
JSContext::resetCompartment,0.1290757509900526,3,1
"js::mjit::StubCompiler::fixCrossJumps(unsigned char*, unsigned int, unsigned int)",0.2964515798868058,15,1
"nsLocalFile::CopyMove(nsIFile*, nsAString_internal const&, bool, bool)",0.43459074394763425,78,2
ntdll.dll@0x22272,0.6341647657460323,2316,1
nsNPAPIPluginInstance::UseAsyncPainting(int*),0.4585991978186001,103,1
@0x0 | nsPurpleBuffer::SelectPointers(GCGraphBuilder&),0.5681938258677937,429,1
"nsTArray_base::SwapArrayElements(nsTArray_base&, unsigned int)",0.0,1,1
fill_n,0.1290757509900526,3,1
"mozilla::FrameLayerBuilder::DrawThebesLayer(mozilla::layers::ThebesLayer*, gfxContext*, nsIntRegion const&, void*)",0.1398509457969546,28,1
md_UnlockAndPostNotifies,0.4445272771266847,75,2
SetColor,0.07478392981391614,3,1
"mozilla::dom::PAudioParent::CreateSharedMemory(unsigned int, mozilla::ipc::SharedMemory::SharedMemoryType, bool, int*)",0.18909255736720781,5,1
nsPluginInstanceOwner::GetPluginPortFromWidget,0.2857010867091507,80,1
F1661783649________________,0.4790335516513828,145,1
ILFindLastID,0.4163907560868244,47,2
sblsp.dll@0x3f85,0.38470159710647756,44,1
XPC_XOW_AddProperty,0.0,1,3
nsTypedSelection::selectFrames,0.4275584507662195,166,1
connect,0.340062457625974,23,1
"mozilla::`anonymous namespace''::ContainerState::ThebesLayerData::Accumulate(nsDisplayListBuilder*, nsDisplayItem*, nsIntRect const&, nsIntRect const&, mozilla::FrameLayerBuilder::Clip const&)",0.24680837102397224,16,1
"nsSSLThread::requestPoll(nsNSSSocketInfo*, short, short*)",0.24431319529261405,8,1
mscorwks.dll@0x1d8a,0.5155513453525945,498,1
arena_dalloc_small | arena_dalloc | free | JS_DHashFreeTable,0.1290757509900526,3,1
npww.dll@0x1634,0.18909255736720781,5,1
CVideoPortObj::AddRef(),0.18909255736720781,5,1
"nsTextAttrsMgr::GetAttributes(nsIPersistentProperties*, int*, int*)",0.08143773176420468,2,1
"TimerThread::UpdateFilter(unsigned int, mozilla::TimeStamp, mozilla::TimeStamp)",0.3063849314387181,32,1
